"ID" "CITY" "STATE" "ZIP" "Q050" "Q051" "Q052" "Q053" "Q054" "Q055" "Q056" "Q057" "Q058" "Q059" "Q060" "Q061" "Q062" "Q063" "Q064" "Q065" "Q066" "Q067" "Q068" "Q069" "Q070" "Q071" "Q072" "Q073" "Q074" "Q075" "Q076" "Q077" "Q078" "Q079" "Q080" "Q081" "Q082" "Q083" "Q084" "Q085" "Q086" "Q087" "Q088" "Q089" "Q090" "Q091" "Q092" "Q093" "Q094" "Q095" "Q096" "Q097" "Q098" "Q099" "Q100" "Q101" "Q102" "Q103" "Q104" "Q105" "Q106" "Q107" "Q109" "Q110" "Q111" "Q115" "Q117" "Q118" "Q119" "Q120" "Q121" "lat" "long"
81 "Ozark" "AL" "36360" 8 1 1 2 2 2 2 2 3 20 8 7 2 1 1 3 8 1 2 2 7 5 6 6 4 1 4 1 1 1 1 1 2 3 1 6 2 2 3 3 1 2 3 2 4 1 1 1 2 2 5 3 1 4 1 3 2 3 4 6 2 1 3 6 3 2 2 31.447119 -85.629089
82 "springfield" "TN" "37072" 8 1 1 1 1 1 1 1 3 2 8 7 2 1 1 1 5 1 6 6 7 5 1 6 4 8 4 1 1 1 8 1 14 7 6 6 2 1 1 2 2 2 3 2 2 6 2 1 2 3 5 2 1 4 1 10 1 3 2 9 2 1 5 7 3 2 7 36.35465 -86.718796
83 "Boston" "MA" "02108" 4 2 3 2 2 2 3 2 2 20 8 4 2 2 1 3 1 1 4 3 7 2 1 1 1 1 1 1 2 1 1 1 2 1 4 2 2 2 1 3 2 2 3 2 2 1 4 2 1 2 4 2 10 3 6 1 3 2 1 8 2 1 4 7 1 2 1 42.357903 -71.064087
84 "Keller" "TX" "76248" 4 2 3 2 2 2 3 2 2 20 8 4 2 2 1 3 1 1 4 3 7 2 1 1 1 1 1 1 2 1 1 1 2 1 4 2 2 2 1 3 2 2 3 2 2 1 4 2 1 2 4 2 10 3 6 1 3 2 1 8 2 1 4 7 1 2 1 32.92704 -97.250609
85 "Pearland" "TX" "77581" 8 2 1 1 2 2 1 3 3 20 0 0 2 6 1 3 1 1 7 4 6 3 1 6 4 3 4 1 1 9 8 1 2 5 4 6 3 1 7 1 1 2 3 2 4 6 3 1 4 4 3 3 10 4 1 3 4 3 1 8 2 1 4 8 2 2 1 29.56218 -95.269825
86 "Oxford" "MI" "48462" 4 1 3 2 2 2 1 1 3 2 8 4 2 1 1 3 1 1 6 6 7 5 1 6 4 1 1 1 3 2 8 1 2 5 2 5 1 1 1 3 1 3 3 2 4 6 5 2 1 2 4 2 1 3 1 2 3 3 1 6 2 1 1 6 3 2 3 42.84391 -83.431091
87 "BroadviewHeights" "OH" "44147" 0 1 3 2 2 2 2 1 3 3 3 7 2 1 11 2 1 1 3 3 6 5 1 1 12 1 1 4 3 1 8 1 2 7 2 6 1 1 7 2 1 2 3 2 3 6 2 5 1 8 5 3 10 5 6 1 8 4 1 9 3 1 1 8 2 2 1 41.321827 -81.676595
88 "Danville" "CA" "94526" 1 2 2 1 2 2 2 3 2 20 8 0 0 1 1 2 0 0 0 0 0 0 1 1 13 1 1 0 1 1 8 1 16 0 2 2 3 2 7 3 1 2 0 2 2 6 5 5 1 6 4 2 10 4 5 1 1 3 1 8 7 1 1 7 1 2 1 37.811676 -121.986478
89 "SanAntonio" "TX" "78234" 1 2 2 1 2 2 2 3 2 20 8 0 0 1 1 2 0 0 0 0 0 0 1 1 13 1 1 0 1 1 8 1 16 0 2 2 3 2 7 3 1 2 0 2 2 6 5 5 1 6 4 2 10 4 5 1 1 3 1 8 7 1 1 7 1 2 1 29.457389 -98.455372
90 "Houston" "TX" "77008" 8 2 1 1 2 2 2 2 13 20 8 7 2 1 11 3 1 1 3 3 2 2 1 6 4 1 4 1 1 9 8 4 2 5 4 6 2 1 4 1 1 2 3 2 4 6 4 6 3 4 4 5 10 4 1 3 4 9 1 8 5 1 6 2 3 2 7 29.798777 -95.409515
91 "Petaluma" "CA" "94952" 4 1 1 2 2 2 2 2 2 20 1 4 2 1 1 2 1 1 3 3 2 2 3 2 4 1 7 1 3 9 8 1 2 5 3 5 3 1 1 3 1 1 1 2 3 1 5 5 3 3 1 3 3 4 1 1 4 3 2 8 2 4 1 4 2 1 1 38.243734 -122.69345
92 "TerreHaute" "IN" "47805" 4 2 2 1 1 1 1 3 3 4 9 4 2 1 1 3 5 8 3 3 7 5 1 6 4 1 7 1 3 2 8 1 2 5 4 5 2 1 1 1 3 3 3 3 3 1 7 2 3 1 4 2 1 3 1 10 1 3 2 8 2 1 5 8 3 2 3 39.535285 -87.352221
93 "Sheboygan" "WI" "53959" 7 1 3 2 2 2 2 2 3 20 9 1 2 1 1 3 2 1 3 6 6 5 1 3 1 1 1 1 1 9 9 1 16 7 2 0 2 1 1 3 3 2 3 2 3 1 5 2 1 1 4 2 10 1 1 1 1 3 1 8 5 1 1 8 1 2 2 43.53414 -89.99183
94 "Madison" "WI" "53719" 1 1 1 2 2 2 2 2 2 20 8 4 2 1 1 3 1 1 3 3 2 2 1 2 10 1 1 1 1 7 8 1 4 5 2 5 3 2 4 1 1 2 1 2 3 1 4 2 3 1 1 2 10 4 1 1 1 3 1 6 3 1 1 6 3 2 1 43.029497 -89.505316
95 "Nashville" "TN" "37204" 1 1 1 2 2 2 2 2 2 20 8 4 2 1 1 3 1 1 3 3 2 2 1 2 10 1 1 1 1 7 8 1 4 5 2 5 3 2 4 1 1 2 1 2 3 1 4 2 3 1 1 2 10 4 1 1 1 3 1 6 3 1 1 6 3 2 1 36.112058 -86.776266
96 "SanAntonio" "TX" "78248" 1 1 1 2 2 2 2 2 2 20 8 4 2 1 1 3 1 1 3 3 2 2 1 2 10 1 1 1 1 7 8 1 4 5 2 5 3 2 4 1 1 2 1 2 3 1 4 2 3 1 1 2 10 4 1 1 1 3 1 6 3 1 1 6 3 2 1 29.589826 -98.525241
97 "Huntsville" "AL" "35806" 1 1 1 2 2 2 2 2 2 20 8 4 2 1 1 3 1 1 3 3 2 2 1 2 10 1 1 1 1 7 8 1 4 5 2 5 3 2 4 1 1 2 1 2 3 1 4 2 3 1 1 2 10 4 1 1 1 3 1 6 3 1 1 6 3 2 1 34.748066 -86.683175
98 "Raleigh" "NC" "27605" 8 2 3 2 2 2 2 2 2 13 8 7 2 1 1 1 1 1 2 2 7 5 1 6 4 3 4 1 1 1 1 1 17 7 4 4 2 2 4 1 1 2 3 2 2 1 1 1 1 2 1 1 5 4 1 3 1 3 1 8 2 1 1 1 1 2 1 35.788284 -78.653161
102 "Gorham" "ME" "04038" 1 1 1 2 2 2 2 2 2 20 1 4 2 1 3 1 5 1 7 1 7 5 1 1 13 3 1 1 2 1 1 1 6 7 4 2 2 1 4 3 1 2 2 2 1 1 4 1 1 3 5 1 1 4 1 2 1 3 1 6 2 1 3 7 1 2 3 43.697118 -70.46301
103 "Reading" "PA" "19601" 4 2 2 2 2 2 2 1 3 20 8 4 2 1 1 1 1 1 3 3 7 5 1 1 4 1 1 1 3 1 8 1 17 5 1 1 3 2 1 3 1 2 3 2 2 5 4 1 1 1 4 2 1 4 1 2 1 3 1 8 1 1 1 7 1 2 1 40.348092 -75.935779
106 "Viola" "AR" "72583" 6 1 1 1 1 2 2 2 2 3 8 7 2 1 1 1 5 1 3 5 7 5 1 2 4 1 4 4 1 1 8 1 8 5 2 5 3 2 4 1 1 2 3 2 4 6 4 1 3 2 4 2 1 4 1 10 1 9 2 8 2 1 1 6 3 2 2 36.400178 -91.98711
107 "fortcollins" "CO" "80526" 4 1 1 2 2 2 1 2 3 20 5 4 2 1 1 2 5 1 3 3 2 2 1 6 4 1 4 1 3 9 1 1 17 7 2 5 3 1 1 1 2 2 3 2 3 1 3 1 3 1 4 2 1 4 1 2 1 3 1 8 2 1 1 6 3 2 5 40.539432 -105.115762
108 "Tucson" "AZ" "85741" 4 1 1 2 2 2 1 2 3 20 5 4 2 1 1 2 5 1 3 3 2 2 1 6 4 1 4 1 3 9 1 1 17 7 2 5 3 1 1 1 2 2 3 2 3 1 3 1 3 1 4 2 1 4 1 2 1 3 1 8 2 1 1 6 3 2 5 32.338126 -111.04259
109 "Livonia" "MI" "48152" 4 2 1 2 2 1 1 1 3 3 5 3 1 1 1 1 2 1 3 3 2 2 1 6 12 1 1 1 3 1 8 1 2 7 4 1 1 1 3 3 1 2 3 2 1 1 2 4 1 2 4 2 1 3 1 2 1 3 1 6 2 1 1 6 3 2 4 42.427835 -83.362995
111 "Portland" "OR" "97223" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 45.43884 -122.782248
112 "Rockport" "TX" "78382" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 28.047744 -97.048186
114 "Fennville" "MI" "49408" 4 1 3 2 2 2 3 1 3 20 8 4 2 1 1 3 1 1 3 6 2 2 1 6 4 1 1 1 3 1 8 1 17 7 1 6 3 2 1 3 3 2 0 2 3 6 5 1 2 3 4 2 1 3 3 2 1 3 1 8 2 1 1 7 1 2 3 42.575519 -86.124614
115 "SiouxFalls" "SD" "57103" 4 1 3 2 2 2 3 1 3 20 8 4 2 1 1 3 1 1 3 6 2 2 1 6 4 1 1 1 3 1 8 1 17 7 1 6 3 2 1 3 3 2 0 2 3 6 5 1 2 3 4 2 1 3 3 2 1 3 1 8 2 1 1 7 1 2 3 43.537075 -96.695276
116 "Sacramento" "CA" "95821" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 38.623304 -121.381812
117 "Columbus" "OH" "43228" 4 1 1 2 1 2 1 2 2 3 1 4 2 1 1 1 5 1 3 3 4 5 1 6 4 1 1 1 1 2 8 1 17 7 4 2 3 1 4 3 2 2 3 2 4 1 3 1 1 3 1 3 9 3 1 2 1 6 2 8 2 1 1 6 1 1 2 39.954363 -83.123002
118 "Murfreesboro" "TN" "37129" 8 0 1 1 1 2 1 2 2 20 8 7 10 1 11 1 1 1 3 3 6 3 1 6 11 1 4 1 3 1 8 1 2 0 6 4 3 1 4 1 1 2 3 2 4 6 4 5 3 2 5 3 1 4 4 3 2 0 1 8 1 4 4 0 1 2 6 35.896645 -86.424254
119 "Hamilton" "NY" "13346" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 3 4 2 1 4 1 1 5 3 1 8 1 2 1 6 1 2 6 42.820826 -75.540121
120 "StatenIsland" "NY" "10304" 8 2 2 2 2 2 3 2 2 20 8 7 2 1 4 3 1 1 3 6 6 5 1 1 14 1 7 1 2 1 1 1 17 7 4 6 2 2 7 3 1 2 3 5 3 1 5 5 1 2 4 2 9 4 1 1 8 3 1 8 8 1 1 7 1 6 4 40.60787 -74.089916
121 "SanAntonio" "TX" "78212" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29.460381 -98.496495
122 "Akron" "OH" "44312" 1 2 3 2 2 2 2 2 2 20 9 1 2 1 1 3 7 1 7 6 6 5 1 3 12 1 1 1 3 1 8 1 2 7 3 4 2 2 7 3 1 3 3 2 4 1 3 5 1 8 5 3 10 3 1 1 1 3 1 8 2 1 5 8 1 1 2 41.034156 -81.439443
123 "expatriatecommunityinHongK" "MA" "02138" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42.379146 -71.128031
124 "Brooklyn" "NY" "11225" 7 2 2 2 2 2 2 2 2 5 8 4 2 1 4 2 2 1 3 4 2 2 1 1 4 1 7 4 1 1 1 1 6 7 4 2 1 2 7 3 1 2 3 1 4 1 5 2 1 2 1 2 1 4 1 1 7 3 1 8 2 1 1 6 1 5 2 40.662892 -73.955091
125 "NorthWales" "PA" "19454" 6 1 3 2 2 2 2 2 2 21 8 4 1 1 1 1 2 1 7 3 3 5 1 1 1 1 4 1 3 1 8 1 6 7 1 1 2 2 3 3 1 2 3 2 1 6 4 1 1 6 4 2 3 3 3 1 7 5 1 8 1 1 4 7 1 1 1 40.223524 -75.247317
126 "albuquerque" "NM" "87107" 4 2 2 2 2 2 1 1 3 3 5 4 2 1 11 2 1 1 0 3 7 2 5 6 4 3 4 0 1 1 3 1 16 0 4 2 2 1 4 1 2 2 0 2 2 0 3 2 1 1 4 5 10 4 1 3 1 3 1 8 2 1 4 6 2 1 1 35.134094 -106.640738
127 "LovesPark" "IL" "61111" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42.326227 -89.025739
128 "bothell" "WA" "98011" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 47.751471 -122.202571
129 "Canton" "OH" "44703" 4 3 1 2 1 1 1 3 3 3 8 6 1 1 1 1 2 1 3 6 7 2 1 10 4 8 9 1 2 1 8 1 2 7 6 5 2 1 4 3 2 2 3 2 4 6 3 1 3 6 4 1 10 5 1 2 1 3 1 8 2 1 1 8 1 2 1 40.809108 -81.380909
130 "Paducah" "KY" "42001" 1 1 1 2 2 2 2 2 2 15 8 7 2 1 1 1 5 12 3 3 4 2 1 6 4 1 4 1 2 1 8 0 2 7 4 5 2 1 1 1 3 2 0 2 1 1 1 1 3 3 3 2 1 4 1 1 1 9 1 8 2 2 4 8 1 2 7 37.066543 -88.656875
131 "Rifton/VirginiaBeachVA" "NY" "12401" 8 1 3 2 2 2 2 2 2 2 9 4 2 1 4 3 1 1 7 6 3 5 1 1 1 1 1 1 2 10 1 1 17 7 4 6 2 2 7 1 1 2 3 2 1 1 7 6 1 8 4 2 11 4 1 10 3 3 1 8 2 1 3 7 1 2 5 41.932315 -74.022591
132 "Danbury" "CT" "06811" 4 2 2 2 2 2 2 2 1 21 8 6 2 1 1 3 2 1 3 3 3 3 5 1 11 3 8 1 2 1 1 1 14 7 1 5 2 2 7 3 1 2 3 2 1 6 4 2 2 3 4 2 1 4 4 1 1 3 1 6 2 1 3 7 3 2 1 41.425594 -73.470066
133 "Hermann" "MO" "65041" 1 2 3 2 2 2 2 2 2 2 8 4 2 1 1 1 5 1 3 3 2 2 1 6 1 1 1 1 2 9 8 1 3 0 2 4 1 1 3 1 3 2 0 2 1 1 4 5 1 1 4 2 3 3 1 1 1 3 1 8 2 1 1 6 1 1 1 38.659798 -91.472936
134 "Ironton" "OH" "45638" 4 2 2 2 2 2 2 2 4 20 3 4 2 1 1 3 5 1 4 6 2 1 1 6 1 1 4 1 2 9 8 1 2 7 3 4 1 1 4 2 1 2 3 2 2 6 1 1 1 3 4 5 1 4 1 2 3 1 1 8 2 1 1 6 3 2 1 38.535109 -82.673705
135 "DeWitt" "IA" "52742" 4 1 1 2 2 2 1 1 3 20 8 7 2 1 1 1 5 1 3 4 6 3 1 3 4 1 1 1 1 9 8 1 2 5 6 4 2 2 7 3 1 3 3 2 1 5 4 2 1 1 4 2 10 3 1 2 1 3 1 8 5 1 1 6 1 2 4 41.825848 -90.529511
136 "Aliquippa" "PA" "15001" 4 2 2 2 1 2 1 2 3 3 1 4 1 1 3 1 5 1 6 3 5 4 5 6 5 6 4 1 1 5 8 1 3 7 7 6 1 1 1 3 2 1 3 0 4 6 1 2 3 2 1 2 1 4 1 2 3 1 1 8 2 4 3 7 1 2 2 40.603966 -80.287761
137 "Dayville" "OR" "97504" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42.334496 -122.835474
138 "GlenDale" "WV" "26038" 4 2 2 2 1 2 1 1 2 19 8 6 2 1 1 1 5 1 7 3 5 2 1 6 4 1 9 1 1 10 8 1 3 7 3 6 3 1 4 1 2 2 3 2 1 1 4 2 2 6 3 2 10 4 1 2 3 2 1 8 2 4 1 6 3 2 6 39.951586 -80.749942
139 "Columbus" "OH" "43235" 8 2 1 2 2 2 1 2 3 20 8 7 2 1 1 3 2 1 3 3 6 2 1 6 1 1 1 1 2 2 8 1 2 5 2 2 2 2 1 1 3 2 3 2 4 6 5 1 1 1 1 3 3 3 1 2 1 3 1 8 2 1 5 6 2 2 1 40.099204 -83.055678
140 "Potomac" "MD" "20854" 8 2 3 2 2 2 2 2 13 20 8 7 2 1 1 3 2 1 3 6 2 1 1 6 14 0 4 4 1 10 8 1 16 1 7 4 2 2 7 3 1 2 3 5 2 6 4 6 1 1 4 2 10 4 4 10 1 3 1 8 2 1 1 7 4 2 1 39.035028 -77.199959
141 "Naperville" "IL" "60565" 8 2 2 2 2 2 2 2 3 15 9 7 2 1 1 1 1 1 3 3 3 3 1 6 4 1 1 1 2 1 1 1 9 7 4 2 2 1 4 3 1 2 2 2 4 5 5 2 1 1 4 2 1 3 1 1 1 5 1 8 2 1 1 6 2 2 1 41.728738 -88.12824
142 "DeWitt" "IA" "52742" 4 1 3 2 2 2 1 1 3 20 8 1 2 1 1 1 5 1 7 4 3 3 1 6 4 3 1 1 1 7 9 1 2 5 2 2 2 2 7 1 2 3 3 2 1 6 3 4 1 1 4 2 10 4 1 2 1 3 1 8 3 1 1 8 3 6 1 41.825848 -90.529511
143 "SanAntonio" "TX" "78236" 4 1 3 2 2 2 1 1 3 20 8 1 2 1 1 1 5 1 7 4 3 3 1 6 4 3 1 1 1 7 9 1 2 5 2 2 2 2 7 1 2 3 3 2 1 6 3 4 1 1 4 2 10 4 1 2 1 3 1 8 3 1 1 8 3 6 1 29.389767 -98.612513
144 "CedarFalls" "IA" "50613" 4 1 1 2 2 2 1 2 3 20 8 4 2 1 1 1 2 1 3 3 2 2 1 6 11 1 1 1 1 1 8 1 15 5 2 5 2 1 4 3 2 2 1 2 1 1 3 2 2 3 4 2 10 4 1 2 1 3 1 8 1 1 1 7 2 2 1 42.527184 -92.45609
145 "MapleLake" "MN" "55358" 4 1 3 2 2 2 2 2 3 16 9 4 7 1 1 2 2 1 7 4 6 0 1 6 12 3 1 3 3 7 1 1 8 7 6 2 2 2 4 3 1 2 0 2 3 6 6 4 1 1 4 2 7 3 1 2 1 9 1 8 3 1 1 7 1 6 7 45.244744 -94.00289
146 "Meadville" "PA" "16335" 7 2 2 2 2 1 1 2 2 20 1 7 2 1 1 1 2 2 3 3 6 5 5 6 3 1 4 2 3 1 8 1 8 5 4 2 3 2 4 3 2 2 3 2 1 1 4 2 1 2 4 2 1 4 4 2 3 3 1 8 5 1 3 6 3 2 3 41.637502 -80.152144
148 "WestHartford" "CT" "06117" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41.791399 -72.74853
149 "Madison" "WI" "53716" 7 2 3 2 2 2 2 2 3 2 9 6 2 1 1 3 2 1 7 4 6 3 1 6 13 1 1 1 3 9 8 1 14 7 2 5 2 2 4 1 1 2 3 2 4 6 3 5 1 1 1 2 11 1 1 2 1 3 1 8 5 1 1 7 3 2 3 43.065621 -89.320855
150 "Naples" "NY" "14512" 4 2 3 2 2 2 2 2 2 20 8 4 2 1 1 3 1 1 3 3 3 3 5 1 13 1 1 1 3 5 8 1 3 7 4 4 3 2 4 3 1 2 3 2 1 6 4 2 1 3 4 3 1 3 1 2 5 3 1 8 3 1 3 7 1 2 4 42.628515 -77.394572
151 "Wilmington" "NC" "28401" 8 2 1 1 1 1 1 1 2 1 8 3 2 1 5 1 5 1 3 3 7 3 1 6 1 1 4 1 1 1 0 1 2 3 4 2 2 2 5 1 1 2 3 2 2 6 4 1 1 1 1 2 1 4 1 3 1 2 2 8 2 1 3 4 1 2 1 34.235219 -77.941346
152 "fhhjdhj" "HA" "52353" 8 2 1 1 1 1 1 1 2 1 8 3 2 1 5 1 5 1 3 3 7 3 1 6 1 1 4 1 1 1 0 1 2 3 4 2 2 2 5 1 1 2 3 2 2 6 4 1 1 1 1 2 1 4 1 3 1 2 2 8 2 1 3 4 1 2 1 41.300042 -91.697434
153 "Springfield" "MO" "65807" 8 2 1 1 1 1 1 1 2 1 8 3 2 1 5 1 5 1 3 3 7 3 1 6 1 1 4 1 1 1 0 1 2 3 4 2 2 2 5 1 1 2 3 2 2 6 4 1 1 1 1 2 1 4 1 3 1 2 2 8 2 1 3 4 1 2 1 37.168435 -93.312979
154 "MountLaurel" "NJ" "08054" 7 2 3 2 2 2 1 1 3 1 8 4 2 1 3 3 1 1 7 6 7 5 1 1 13 1 4 1 2 1 1 1 16 7 3 1 2 1 7 3 1 2 0 2 4 0 5 1 1 1 4 2 0 4 1 1 7 0 1 3 1 0 0 0 0 0 0 39.949446 -74.903424
155 "Duluth" "MN" "55807" 7 1 3 2 2 2 2 1 2 1 7 1 2 1 1 2 1 1 7 1 7 5 1 11 1 3 1 4 3 9 1 1 12 7 2 4 1 2 3 3 3 3 3 2 3 6 1 5 1 1 4 2 9 3 4 10 3 2 1 6 2 1 4 6 1 1 1 46.738841 -92.16969
156 "Decatur" "IL" "62526" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39.878041 -88.956373
157 "HannoverPark" "IL" "60103" 7 1 2 2 2 2 2 2 2 20 8 1 2 1 1 3 2 1 3 3 6 2 1 1 3 1 1 1 3 1 8 1 2 5 4 4 1 1 7 3 1 2 3 2 4 6 3 2 1 1 5 2 3 3 1 1 1 2 1 8 3 1 6 1 3 2 3 41.977477 -88.172572
158 "Winchester" "VA" "22601" 8 2 3 2 2 2 1 2 13 21 9 7 2 1 11 3 0 1 7 6 7 5 5 11 4 1 1 1 4 1 8 1 17 7 4 6 1 1 6 1 4 2 3 3 4 3 5 5 1 8 5 2 1 4 4 10 1 3 1 9 2 1 5 1 3 2 2 39.179076 -78.166533
159 "Temple" "TX" "76501" 8 2 2 2 2 2 3 1 3 20 8 4 2 1 5 1 5 1 7 3 7 2 1 6 1 1 1 4 3 9 8 1 2 0 3 5 3 1 2 3 1 2 3 2 4 6 2 5 1 4 4 2 1 4 1 5 4 3 1 9 2 1 1 2 1 2 1 31.093215 -97.310863
160 "Camden" "NJ" "08105" 7 1 1 2 2 2 1 1 2 3 5 4 2 1 3 3 1 1 7 6 6 2 1 1 13 1 4 4 2 1 1 3 5 1 4 1 2 2 4 3 1 2 3 2 4 6 4 5 1 2 1 2 10 4 1 1 5 5 1 3 1 1 4 7 1 2 1 39.949812 -75.086167
161 "Fairmount(SalacoaValley)" "GA" "30139" 9 2 3 1 2 2 2 3 2 21 8 7 2 1 1 3 5 1 2 2 2 2 5 6 4 6 4 1 1 1 9 1 17 5 2 4 1 2 4 2 1 2 3 2 3 6 2 5 2 3 1 2 7 4 1 3 2 3 1 8 1 1 6 8 1 1 1 34.434629 -84.701338
162 "Cleveland" "OH" "44102" 8 1 3 2 3 2 3 3 3 1 9 6 1 1 2 1 1 1 7 3 7 2 1 6 13 1 4 1 2 2 8 3 8 1 4 2 2 1 7 3 1 2 3 3 1 1 6 1 1 2 1 2 10 4 1 1 1 9 1 4 2 1 4 6 1 1 1 41.473451 -81.735801
163 "Niles" "OH" "44446" 1 1 2 1 2 2 1 3 3 20 9 4 9 1 1 1 1 1 3 3 6 2 1 6 13 3 4 4 2 1 8 1 3 5 1 2 2 2 1 2 1 2 3 2 1 1 5 1 2 6 4 2 10 4 1 1 3 9 1 3 1 1 1 6 1 2 1 41.186257 -80.752975
164 "Maywood" "NJ" "07607" 4 2 3 2 2 2 2 2 3 19 8 4 7 1 4 3 1 1 7 5 6 3 1 1 12 1 4 1 2 1 1 1 8 5 3 1 1 1 1 3 1 2 3 1 4 1 4 2 1 2 5 2 10 4 1 1 1 2 1 4 2 1 5 1 1 2 1 40.90503 -74.062795
165 "NewYork" "NY" "11050" 4 2 3 2 2 2 2 2 3 19 8 4 7 1 4 3 1 1 7 5 6 3 1 1 12 1 4 1 2 1 1 1 8 5 3 1 1 1 1 3 1 2 3 1 4 1 4 2 1 2 5 2 10 4 1 1 1 2 1 4 2 1 5 1 1 2 1 40.833246 -73.693095
166 "Princeton" "NJ" "08852" 7 1 2 2 2 2 1 2 3 20 8 4 2 1 1 1 2 1 3 3 2 0 1 1 1 1 1 1 2 7 1 1 11 1 4 6 1 2 1 3 1 2 3 3 1 1 5 1 1 3 4 2 1 3 1 1 1 3 1 3 2 1 1 7 3 2 3 40.389428 -74.54329
167 "Southington" "CT" "06489" 7 1 2 2 2 2 2 2 1 20 8 1 1 1 2 3 2 1 6 3 5 2 1 1 13 5 1 1 1 1 1 1 6 5 1 1 1 1 4 1 3 2 2 2 1 1 4 1 1 3 1 3 1 4 1 1 1 2 1 8 5 1 5 7 2 2 1 41.612298 -72.871032
168 "Gulfport" "MS" "39501" 8 2 3 1 2 2 2 2 2 10 8 7 2 1 11 3 1 1 3 6 6 5 1 6 4 1 4 1 3 10 8 1 2 7 6 4 1 1 4 1 1 2 3 2 4 6 5 5 2 1 5 2 1 4 1 3 1 3 1 8 2 1 3 4 1 2 1 30.380597 -89.096263
169 "Tucson" "AZ" "85705" 4 1 1 2 2 2 1 2 2 20 8 7 2 1 1 2 1 1 7 3 4 5 1 6 3 1 4 1 1 9 8 1 2 7 4 2 2 1 1 1 1 2 3 2 3 6 5 1 1 1 1 2 2 4 6 3 1 3 1 8 2 1 1 6 1 2 3 32.260316 -110.985347
171 "Norton" "VA" "24273" 8 2 2 1 2 2 1 3 2 2 8 7 2 1 1 1 5 1 4 1 7 3 1 6 4 6 1 1 1 1 8 4 2 3 3 2 2 2 4 1 1 2 3 2 1 1 1 1 5 2 3 2 3 4 1 1 1 3 1 3 2 1 1 1 3 2 1 36.942047 -82.631385
172 "Spring" "TX" "77379" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 5 3 2 2 30.024749 -95.532151
